"Dictamen" "Antig_feina" "Vivenda" "Plaç" "Edat" "Estat_civil" "Registres" "Tipus_feina" "Despeses" "Ingressos" "Patrimoni" "Carrecs_pat" "Import_sol" "Preu_finan" "Rati_fin" "Estalvi"
"3539" "positiu" 8 "contr_privat" 60 45 "casat" "reg_no" "autonom" 75 200 35000 0 800 1270 62.992125984252 9.375
"3540" "positiu" 6 "pares" 60 30 "divorciat" "reg_no" "fixe" 45 170 0 0 750 1674 44.8028673835125 10
"3541" "positiu" 6 "pares" 60 26 "solter" "reg_si" "fixe" 35 270 0 0 1800 1921 93.7011972930765 7.83333333333333
"3542" "positiu" 15 "escriptura" 60 34 "casat" "reg_no" "fixe" 45 82 3500 0 750 1624 46.1822660098522 2.96
"3543" "positiu" 17 "lloguer" 24 50 "casat" "reg_no" "autonom" 68 79 1000 0 1000 3782 26.4410364886304 0.264
"3544" "negatiu" 6 "lloguer" 60 45 "casat" "reg_no" "fixe" 59 139 0 0 1350 1612 83.7468982630273 3.55555555555556
"3545" "positiu" 18 "escriptura" 60 51 "casat" "reg_no" "fixe" 60 205 8000 0 1100 1350 81.4814814814815 7.90909090909091
"3546" "positiu" 15 "escriptura" 48 29 "casat" "reg_si" "fixe" 35 100 8500 1300 500 873 57.2737686139748 4.992
"3547" "positiu" 0 "escriptura" 24 20 "solter" "reg_no" "temporal" 45 188 2000 1500 300 315 95.2380952380952 10.24
"3548" "positiu" 2 "escriptura" 48 55 "casat" "reg_no" "altres sit" 35 135 8000 0 800 800 100 6
"3549" "negatiu" 6 "lloguer" 48 37 "solter" "reg_no" "fixe" 55 200 0 0 1450 1650 87.8787878787879 4.8
"3550" "positiu" 23 "lloguer" 60 43 "casat" "reg_no" "fixe" 54 92 0 0 1080 1222 88.379705400982 2.11111111111111
"3551" "positiu" 3 "escriptura" 24 32 "casat" "reg_no" "fixe" 45 120 5000 0 800 1023 78.2013685239492 2.25
"3552" "positiu" 18 "escriptura" 60 42 "casat" "reg_no" "fixe" 45 172 3500 0 1850 2034 90.9537856440511 4.11891891891892
"3553" "positiu" 0 "pares" 60 21 "solter" "reg_no" "autonom" 35 44 0 0 1200 1311 91.533180778032 0.45
"3554" "positiu" 3 "lloguer" 60 30 "casat" "reg_no" "fixe" 77 169 0 0 1500 2037 73.6377025036819 3.68
"3555" "negatiu" 0 "contr_privat" 6 22 "solter" "reg_si" "temporal" 35 115 1000 0 250 800 31.25 1.92
"3556" "positiu" 15 "escriptura" 24 41 "casat" "reg_si" "temporal" 45 180 6000 0 700 1888 37.0762711864407 4.62857142857143
"3557" "positiu" 15 "escriptura" 48 55 "casat" "reg_no" "autonom" 35 200 14500 0 2000 2848 70.2247191011236 3.96
"3558" "negatiu" 12 "lloguer" 60 30 "solter" "reg_si" "fixe" 44 86 0 0 1300 1380 94.2028985507246 1.93846153846154
"3559" "positiu" 15 "lloguer" 48 45 "casat" "reg_no" "fixe" 88 130 3000 0 1300 1591 81.7096165933375 1.55076923076923
"3560" "positiu" 2 "lloguer" 60 29 "casat" "reg_no" "fixe" 80 200 0 0 1250 1250 100 5.76
"3561" "positiu" 14 "escriptura" 36 39 "casat" "reg_no" "fixe" 60 167 5000 0 1350 1355 99.6309963099631 2.85333333333333
"3562" "positiu" 4 "escriptura" 36 26 "casat" "reg_no" "fixe" 35 100 6500 3900 500 500 100 1.872
"3563" "positiu" 1 "contr_privat" 60 22 "solter" "reg_no" "temporal" 35 73 4500 4300 1000 1485 67.3400673400673 -0.3
"3564" "negatiu" 4 "lloguer" 60 53 "vidu" "reg_no" "altres sit" 37 22 20000 0 1300 1498 86.7823765020027 -0.692307692307692
"3565" "positiu" 2 "escriptura" 36 37 "casat" "reg_no" "fixe" 60 83 3500 0 310 1119 27.7033065236819 2.67096774193548
"3566" "negatiu" 1 "lloguer" 36 28 "casat" "reg_si" "fixe" 47 122 0 0 950 1100 86.3636363636364 2.84210526315789
"3567" "positiu" 15 "altres_viv" 36 39 "divorciat" "reg_no" "fixe" 45 116 4000 0 600 1196 50.1672240802676 4.26
"3568" "positiu" 4 "escriptura" 60 25 "solter" "reg_no" "autonom" 35 100 25000 0 2250 2270 99.1189427312775 1.73333333333333
"3569" "negatiu" 3 "pares" 60 27 "solter" "reg_si" "fixe" 35 117 0 0 1500 2190 68.4931506849315 3.28
"3570" "positiu" 6 "escriptura" 60 35 "casat" "reg_no" "fixe" 60 135 4500 1000 1658 1675 98.9850746268657 2.35223160434258
"3571" "positiu" 16 "pares" 48 31 "solter" "reg_si" "fixe" 35 72 0 0 850 1228 69.2182410423453 2.08941176470588
"3572" "positiu" 5 "escriptura" 60 41 "casat" "reg_no" "fixe" 60 266 14800 0 2500 2600 96.1538461538462 4.944
"3573" "positiu" 31 "escriptura" 60 58 "casat" "reg_no" "fixe" 60 293 8000 0 1500 1655 90.6344410876133 9.32
"3574" "positiu" 38 "escriptura" 24 56 "casat" "reg_si" "fixe" 75 98 7000 0 300 1308 22.9357798165138 1.84
"3575" "positiu" 1 "pares" 60 26 "solter" "reg_no" "fixe" 35 57 0 0 1200 1512 79.3650793650794 1.1
"3576" "positiu" 17 "escriptura" 60 44 "casat" "reg_no" "fixe" 45 116 3000 0 800 1654 48.3675937122128 5.325
"3577" "positiu" 17 "lloguer" 60 52 "casat" "reg_no" "fixe" 65 200 0 0 1400 1407 99.5024875621891 5.78571428571429
"3578" "positiu" 22 "escriptura" 60 54 "casat" "reg_no" "fixe" 35 104 3000 0 1050 1282 81.9032761310452 3.94285714285714
"3579" "negatiu" 11 "altres_viv" 60 48 "casat" "reg_no" "fixe" 75 225 0 0 1300 1550 83.8709677419355 6.92307692307692
"3580" "positiu" 5 "escriptura" 18 28 "casat" "reg_no" "fixe" 35 141 5500 0 650 1258 51.6693163751987 2.93538461538462
"3581" "negatiu" 1 "lloguer" 36 37 "casat" "reg_no" "temporal" 75 145 0 0 1100 1871 58.7920897915553 2.29090909090909
"3582" "negatiu" 1 "pares" 48 36 "casat" "reg_no" "temporal" 60 45 0 0 1200 1401 85.6531049250535 -0.6
"3583" "positiu" 14 "lloguer" 60 38 "casat" "reg_no" "fixe" 75 146 0 0 1350 1413 95.5414012738854 3.15555555555556
"3584" "positiu" 0 "pares" 60 34 "casat" "reg_no" "fixe" 45 225 8000 2300 800 1850 43.2432432432432 11.775
"3585" "positiu" 20 "escriptura" 48 60 "casat" "reg_no" "autonom" 35 142 12000 0 500 1154 43.3275563258232 10.272
"3586" "positiu" 7 "escriptura" 60 53 "casat" "reg_no" "fixe" 45 161 6000 2000 1000 1460 68.4931506849315 5.76
"3587" "positiu" 2 "pares" 12 26 "solter" "reg_no" "fixe" 35 105 0 0 360 1258 28.6168521462639 2.33333333333333
"3588" "positiu" 5 "escriptura" 60 49 "casat" "reg_no" "fixe" 35 121 3000 0 1200 1642 73.0816077953715 4.3
"3589" "negatiu" 4 "lloguer" 60 37 "solter" "reg_si" "fixe" 79 436 0 0 1500 1550 96.7741935483871 14.28
"3590" "positiu" 0 "escriptura" 24 30 "casat" "reg_no" "temporal" 60 76 4500 0 400 450 88.8888888888889 0.96
"3591" "negatiu" 0 "pares" 12 23 "solter" "reg_no" "temporal" 35 37 2500 0 120 300 40 0.2
"3592" "positiu" 15 "escriptura" 60 53 "casat" "reg_no" "autonom" 45 148 6000 0 1000 1330 75.187969924812 6.18
"3593" "positiu" 2 "pares" 60 24 "solter" "reg_no" "autonom" 35 214 7000 2400 2000 2570 77.8210116731517 4.65
"3594" "positiu" 1 "escriptura" 48 35 "casat" "reg_no" "autonom" 90 174 11900 0 900 1220 73.7704918032787 4.48
"3595" "positiu" 0 "escriptura" 60 49 "casat" "reg_no" "fixe" 60 400 5000 0 1200 1283 93.5307872174591 17
"3596" "positiu" 4 "contr_privat" 60 37 "casat" "reg_no" "autonom" 75 120 10500 1500 1200 1341 89.4854586129754 1.5
"3597" "negatiu" 11 "lloguer" 48 53 "casat" "reg_si" "fixe" 81 210 0 0 1260 1538 81.924577373212 4.91428571428571
"3598" "negatiu" 0 "lloguer" 36 33 "casat" "reg_si" "temporal" 76 155 0 0 440 440 100 6.46363636363636
"3599" "positiu" 2 "pares" 48 22 "solter" "reg_no" "fixe" 35 185 0 0 1000 2130 46.9483568075117 7.2
"3600" "positiu" 3 "lloguer" 36 23 "solter" "reg_no" "fixe" 59 244 3100 0 700 1199 58.3819849874896 9.51428571428571
"3601" "negatiu" 7 "lloguer" 60 39 "casat" "reg_no" "fixe" 103 130 0 0 950 1215 78.1893004115226 1.70526315789474
"3602" "positiu" 12 "escriptura" 60 28 "casat" "reg_no" "fixe" 45 167 3000 1750 250 1188 21.043771043771 25.08
"3603" "positiu" 15 "lloguer" 36 36 "casat" "reg_no" "fixe" 60 145 0 0 900 1621 55.5212831585441 3.4
"3604" "positiu" 0 "pares" 60 21 "solter" "reg_no" "altres sit" 35 149 3000 0 1400 1829 76.5445598687808 4.88571428571429
"3605" "negatiu" 0 "escriptura" 60 33 "divorciat" "reg_no" "temporal" 35 78 0 0 1030 1197 86.0484544695071 2.50485436893204
"3606" "positiu" 8 "lloguer" 60 56 "casat" "reg_no" "fixe" 62 266 5000 0 1000 1149 87.0322019147084 12.24
"3607" "negatiu" 2 "pares" 24 35 "casat" "reg_no" "fixe" 45 175 0 0 1000 2393 41.7885499373172 3.12
"3608" "positiu" 23 "escriptura" 36 41 "casat" "reg_no" "fixe" 60 169 37000 180 1000 1457 68.6341798215511 3.8592
"3609" "positiu" 28 "escriptura" 36 46 "casat" "reg_no" "fixe" 75 170 6000 0 750 800 93.75 4.56
"3610" "positiu" 16 "escriptura" 36 55 "casat" "reg_no" "fixe" 35 140 6000 0 1100 2136 51.498127340824 3.43636363636364
"3611" "positiu" 7 "escriptura" 60 44 "casat" "reg_no" "fixe" 90 271 11000 5500 800 945 84.6560846560847 9.45
"3612" "positiu" 2 "pares" 48 25 "solter" "reg_no" "fixe" 35 91 0 0 900 1763 51.0493477027794 2.98666666666667
"3613" "positiu" 20 "lloguer" 60 54 "casat" "reg_no" "fixe" 43 75 0 0 800 1263 63.341250989707 2.4
"3614" "negatiu" 0 "altres_viv" 30 21 "solter" "reg_no" "temporal" 35 162 0 0 400 400 100 9.525
"3615" "positiu" 10 "pares" 48 28 "solter" "reg_no" "fixe" 35 135 6000 0 1500 2164 69.3160813308688 3.2
"3616" "positiu" 5 "pares" 12 32 "casat" "reg_no" "autonom" 35 147 0 0 300 750 40 4.48
"3617" "negatiu" 2 "escriptura" 36 30 "solter" "reg_no" "autonom" 35 177 6500 2300 1750 2750 63.6363636363636 2.448
"3618" "positiu" 7 "altres_viv" 24 30 "solter" "reg_no" "fixe" 35 102 0 0 400 1541 25.9571706683971 4.02
"3619" "positiu" 1 "pares" 60 21 "solter" "reg_no" "fixe" 35 200 0 0 900 1088 82.7205882352941 11
"3620" "positiu" 14 "altres_viv" 60 30 "casat" "reg_no" "fixe" 45 130 0 0 1500 2414 62.1375310687655 3.4
"3621" "negatiu" 0 "altres_viv" 60 26 "casat" "reg_no" "temporal" 45 150 5000 0 1300 1429 90.9727081875437 4.84615384615385
"3622" "positiu" 3 "escriptura" 60 38 "casat" "reg_no" "fixe" 75 125 9000 0 1250 1415 88.339222614841 2.4
"3623" "positiu" 15 "escriptura" 60 32 "casat" "reg_no" "fixe" 45 108 4500 0 1100 1213 90.684253915911 3.43636363636364
"3624" "positiu" 10 "lloguer" 30 51 "casat" "reg_no" "fixe" 60 150 0 0 1300 1378 94.3396226415094 2.07692307692308
"3625" "positiu" 4 "escriptura" 36 38 "casat" "reg_no" "autonom" 35 142 4000 0 800 970 82.4742268041237 4.815
"3626" "positiu" 0 "lloguer" 60 30 "casat" "reg_no" "fixe" 64 188 0 0 1400 1475 94.9152542372881 5.31428571428571
"3627" "positiu" 0 "pares" 48 27 "solter" "reg_no" "temporal" 35 140 0 0 700 750 93.3333333333333 7.2
"3628" "positiu" 2 "escriptura" 36 60 "casat" "reg_no" "fixe" 35 122 3000 0 825 900 91.6666666666667 3.79636363636364
"3629" "positiu" 14 "escriptura" 48 48 "casat" "reg_no" "fixe" 45 112 6000 0 800 1037 77.145612343298 4.02
"3630" "negatiu" 2 "pares" 60 22 "solter" "reg_si" "fixe" 35 110 0 0 1360 1435 94.7735191637631 3.30882352941176
"3631" "positiu" 3 "escriptura" 36 47 "casat" "reg_no" "autonom" 60 106 10000 0 800 1649 48.5142510612492 2.07
"3632" "positiu" 32 "escriptura" 48 46 "casat" "reg_no" "fixe" 45 150 8000 0 1000 1093 91.4913083257091 5.04
"3633" "negatiu" 1 "altres_viv" 48 27 "solter" "reg_si" "temporal" 35 105 0 0 1300 1533 84.8010437051533 2.58461538461538
"3634" "positiu" 14 "escriptura" 48 41 "casat" "reg_si" "fixe" 75 72 4000 0 800 1117 71.620411817368 -0.18
"3635" "positiu" 13 "escriptura" 48 45 "casat" "reg_no" "fixe" 45 106 4000 0 400 1615 24.7678018575851 7.32
"3636" "positiu" 16 "escriptura" 12 56 "casat" "reg_no" "autonom" 45 65 17000 0 650 1665 39.039039039039 0.369230769230769
"3637" "negatiu" 7 "contr_privat" 60 36 "casat" "reg_si" "fixe" 60 300 7000 0 2000 2485 80.4828973843058 7.2
"3638" "negatiu" 14 "lloguer" 60 41 "casat" "reg_no" "fixe" 54 92 0 0 1450 1482 97.8407557354926 1.57241379310345
"3639" "positiu" 14 "contr_privat" 24 54 "casat" "reg_no" "fixe" 45 100 9000 0 650 1150 56.5217391304348 2.03076923076923
"3640" "positiu" 15 "escriptura" 60 38 "casat" "reg_no" "fixe" 45 118 4000 2600 1250 1616 77.3514851485149 2.256
"3641" "negatiu" 11 "lloguer" 60 38 "casat" "reg_no" "fixe" 82 71 0 0 900 977 92.1187308085977 -0.733333333333333
"3642" "positiu" 4 "escriptura" 48 35 "casat" "reg_no" "autonom" 60 215 8000 0 1000 1613 61.9962802231866 7.44
"3643" "positiu" 2 "pares" 60 24 "solter" "reg_no" "fixe" 35 101 0 0 1600 1600 100 2.475
"3644" "positiu" 3 "escriptura" 60 30 "casat" "reg_no" "fixe" 60 164 4500 0 800 975 82.0512820512821 7.8
"3645" "positiu" 1 "escriptura" 60 30 "solter" "reg_si" "autonom" 35 57 4000 2100 1500 1950 76.9230769230769 0.04
"3646" "positiu" 20 "escriptura" 48 53 "casat" "reg_no" "autonom" 35 102 6000 0 1157 1200 96.4166666666667 2.77960242005186
"3647" "positiu" 20 "escriptura" 60 46 "casat" "reg_no" "fixe" 35 140 9000 0 800 1300 61.5384615384615 7.875
"3648" "positiu" 22 "escriptura" 48 40 "casat" "reg_no" "fixe" 45 180 15000 0 1200 2206 54.3970988213962 5.4
"3649" "positiu" 3 "pares" 18 24 "solter" "reg_no" "fixe" 35 80 0 0 200 350 57.1428571428571 4.05
"3650" "negatiu" 11 "escriptura" 48 36 "casat" "reg_si" "fixe" 35 81 5000 2000 570 1177 48.428207306712 2.18947368421053
"3651" "positiu" 1 "altres_viv" 24 24 "solter" "reg_no" "fixe" 35 114 0 0 400 550 72.7272727272727 4.74
"3652" "positiu" 9 "escriptura" 60 39 "casat" "reg_no" "fixe" 35 350 8000 0 1250 1304 95.8588957055215 15.12
"3653" "negatiu" 0 "altres_viv" 60 32 "solter" "reg_no" "fixe" 35 73 0 0 1580 1785 88.515406162465 1.44303797468354
"3654" "positiu" 10 "escriptura" 60 37 "casat" "reg_si" "autonom" 60 107 20000 600 1000 1175 85.1063829787234 2.46
"3655" "positiu" 22 "escriptura" 60 42 "casat" "reg_si" "fixe" 45 120 5000 0 1350 1650 81.8181818181818 3.33333333333333
"3656" "positiu" 5 "lloguer" 48 48 "casat" "reg_si" "fixe" 46 110 0 0 600 1100 54.5454545454545 5.12
"3657" "negatiu" 0 "escriptura" 60 42 "casat" "reg_si" "temporal" 35 130 7000 3000 950 950 100 4.10526315789474
"3658" "negatiu" 3 "lloguer" 48 25 "casat" "reg_si" "autonom" 35 27 0 0 1300 1361 95.5180014695077 -0.295384615384615
"3659" "positiu" 8 "escriptura" 60 42 "solter" "reg_no" "fixe" 35 96 2500 0 1500 1520 98.6842105263158 2.44
"3660" "positiu" 23 "escriptura" 24 47 "casat" "reg_no" "fixe" 35 114 3000 0 400 765 52.2875816993464 4.74
"3661" "positiu" 6 "lloguer" 36 24 "casat" "reg_no" "fixe" 63 175 0 0 650 750 86.6666666666667 6.20307692307692
"3662" "negatiu" 5 "escriptura" 60 39 "solter" "reg_si" "autonom" 75 72 5000 0 1000 1042 95.9692898272553 -0.18
"3663" "positiu" 6 "pares" 18 27 "solter" "reg_no" "autonom" 35 140 0 0 600 2724 22.0264317180617 3.15
"3664" "positiu" 7 "lloguer" 36 49 "casat" "reg_no" "fixe" 57 115 0 0 675 675 100 3.09333333333333
"3665" "negatiu" 1 "altres_viv" 36 23 "solter" "reg_no" "temporal" 35 66 0 0 450 500 90 2.48
"3666" "positiu" 5 "escriptura" 60 32 "casat" "reg_no" "fixe" 35 124 4000 0 2000 3400 58.8235294117647 2.67
"3667" "negatiu" 26 "contr_privat" 60 41 "divorciat" "reg_si" "fixe" 35 201 4700 3100 2400 2700 88.8888888888889 3.375
"3668" "negatiu" 1 "pares" 60 20 "solter" "reg_no" "temporal" 35 80 0 0 1300 1525 85.2459016393443 2.07692307692308
"3669" "positiu" 5 "contr_privat" 60 31 "casat" "reg_no" "fixe" 35 90 3000 0 900 1152 78.125 3.66666666666667
"3670" "positiu" 22 "escriptura" 48 48 "casat" "reg_no" "fixe" 60 110 3000 0 1000 1460 68.4931506849315 2.4
"3671" "positiu" 20 "escriptura" 36 49 "casat" "reg_no" "fixe" 45 122 9000 0 1100 1794 61.3154960981048 2.52
"3672" "positiu" 7 "escriptura" 60 35 "casat" "reg_si" "fixe" 45 315 10000 4000 2400 2432 98.6842105263158 5.75
"3673" "positiu" 1 "lloguer" 36 27 "solter" "reg_no" "fixe" 62 270 0 0 600 825 72.7272727272727 12.48
"3674" "positiu" 7 "pares" 24 40 "casat" "reg_no" "fixe" 60 200 10000 0 1000 3429 29.1630212890055 3.36
"3675" "negatiu" 5 "altres_viv" 24 25 "casat" "reg_no" "fixe" 60 175 0 0 500 750 66.6666666666667 5.52
"3676" "positiu" 7 "contr_privat" 60 32 "casat" "reg_no" "fixe" 60 242 3500 2000 1000 2236 44.7227191413238 9.72
"3677" "positiu" 16 "escriptura" 48 48 "casat" "reg_no" "autonom" 35 364 5000 0 900 1077 83.5654596100279 17.5466666666667
"3678" "positiu" 5 "escriptura" 24 38 "casat" "reg_no" "autonom" 60 182 5000 0 1250 2724 45.8883994126285 2.3424
"3679" "positiu" 3 "escriptura" 12 24 "solter" "reg_si" "fixe" 35 105 6000 0 500 1138 43.9367311072056 1.68
"3680" "positiu" 0 "escriptura" 12 36 "casat" "reg_no" "autonom" 45 131 8000 0 1300 1591 81.7096165933375 0.793846153846154
"3681" "positiu" 16 "escriptura" 48 40 "casat" "reg_no" "fixe" 60 225 20000 3000 700 834 83.9328537170264 9.25714285714286
"3682" "positiu" 17 "altres_viv" 48 62 "solter" "reg_no" "fixe" 35 100 0 0 900 1000 90 3.46666666666667
"3683" "negatiu" 0 "lloguer" 60 33 "casat" "reg_no" "temporal" 54 85 0 0 1300 1797 72.3427935447969 1.43076923076923
"3684" "positiu" 0 "escriptura" 48 63 "casat" "reg_no" "altres sit" 35 100 6000 2900 1000 1439 69.4927032661571 1.728
"3685" "positiu" 8 "escriptura" 60 51 "casat" "reg_no" "fixe" 45 250 4000 0 1000 1250 80 12.3
"3686" "negatiu" 3 "lloguer" 60 22 "casat" "reg_no" "fixe" 60 150 0 0 950 1945 48.8431876606684 5.68421052631579
"3687" "positiu" 6 "escriptura" 24 39 "casat" "reg_no" "autonom" 60 178 18000 0 1000 2099 47.6417341591234 2.832
"3688" "positiu" 20 "escriptura" 60 63 "casat" "reg_no" "fixe" 45 256 7000 0 1000 1500 66.6666666666667 12.66
"3689" "positiu" 16 "contr_privat" 48 34 "casat" "reg_no" "fixe" 60 85 2000 0 800 1866 42.8724544480172 1.5
"3690" "positiu" 0 "escriptura" 60 24 "solter" "reg_no" "altres sit" 35 82 10000 0 1600 1680 95.2380952380952 1.7625
"3691" "positiu" 5 "escriptura" 36 52 "casat" "reg_no" "fixe" 35 220 12000 5000 1250 1542 81.0635538261997 3.888
"3692" "negatiu" 1 "escriptura" 36 45 "casat" "reg_si" "autonom" 75 119 4000 0 800 800 100 1.98
"3693" "positiu" 1 "pares" 36 20 "solter" "reg_no" "fixe" 35 61 0 0 800 995 80.4020100502513 1.17
"3694" "negatiu" 5 "lloguer" 60 31 "casat" "reg_si" "fixe" 69 88 0 0 1200 1200 100 0.95
"3695" "negatiu" 15 "altres_viv" 60 46 "casat" "reg_si" "autonom" 35 244 8000 0 2250 2758 81.5808556925308 5.57333333333333
"3696" "positiu" 2 "escriptura" 36 24 "casat" "reg_si" "fixe" 35 160 3100 400 800 1928 41.49377593361 5.445
"3697" "positiu" 1 "lloguer" 36 46 "casat" "reg_no" "fixe" 57 119 0 0 600 800 75 3.72
"3698" "negatiu" 18 "lloguer" 24 35 "casat" "reg_no" "temporal" 96 63 0 0 600 888 67.5675675675676 -1.32
"3699" "positiu" 20 "escriptura" 36 48 "casat" "reg_no" "fixe" 45 257 3000 0 900 1193 75.4400670578374 8.48
"3700" "positiu" 10 "lloguer" 18 34 "divorciat" "reg_no" "fixe" 54 189 0 0 800 2215 36.117381489842 3.0375
"3701" "negatiu" 11 "lloguer" 24 38 "casat" "reg_si" "fixe" 72 123 0 0 270 1676 16.109785202864 4.53333333333333
"3702" "negatiu" 0 "pares" 60 36 "solter" "reg_no" "fixe" 35 130 0 0 1600 1678 95.3516090584029 3.5625
"3703" "negatiu" 1 "lloguer" 60 22 "solter" "reg_no" "fixe" 46 113 0 0 1600 1989 80.4424333836099 2.5125
"3704" "positiu" 36 "escriptura" 60 55 "casat" "reg_no" "fixe" 45 102 12000 0 2000 2684 74.5156482861401 1.71
"3705" "positiu" 2 "contr_privat" 24 51 "casat" "reg_no" "autonom" 45 211 10500 0 600 943 63.626723223754 6.64
"3706" "positiu" 11 "lloguer" 18 28 "casat" "reg_si" "autonom" 64 190 2000 0 700 1224 57.1895424836601 3.24
"3707" "positiu" 8 "escriptura" 36 31 "casat" "reg_no" "fixe" 45 110 5000 2000 540 1102 49.0018148820327 3
"3708" "positiu" 2 "escriptura" 36 28 "casat" "reg_no" "fixe" 45 80 2000 0 550 1572 34.9872773536896 2.29090909090909
"3709" "positiu" 4 "lloguer" 36 38 "casat" "reg_no" "fixe" 55 98 0 0 350 850 41.1764705882353 4.42285714285714
"3710" "positiu" 3 "escriptura" 24 43 "casat" "reg_no" "autonom" 75 223 3000 0 650 1548 41.9896640826873 5.46461538461539
"3711" "positiu" 4 "escriptura" 60 32 "casat" "reg_no" "fixe" 60 147 3500 0 830 935 88.7700534759358 6.28915662650602
"3712" "positiu" 3 "escriptura" 60 38 "solter" "reg_no" "fixe" 35 250 5000 0 1500 1934 77.559462254395 8.6
"3713" "negatiu" 1 "pares" 48 18 "solter" "reg_no" "temporal" 45 95 4000 0 600 1472 40.7608695652174 4
"3714" "positiu" 16 "escriptura" 36 55 "casat" "reg_si" "fixe" 60 230 5000 0 1200 1460 82.1917808219178 5.1
"3715" "positiu" 1 "escriptura" 18 38 "casat" "reg_no" "altres sit" 35 77 4000 0 480 1059 45.3257790368272 1.575
"3716" "positiu" 12 "escriptura" 36 38 "casat" "reg_no" "fixe" 60 130 5000 0 700 950 73.6842105263158 3.6
"3717" "positiu" 18 "escriptura" 60 48 "casat" "reg_no" "fixe" 45 104 5500 25 800 1021 78.3545543584721 4.40625
"3718" "positiu" 3 "contr_privat" 18 23 "solter" "reg_no" "altres sit" 35 73 12000 0 450 1450 31.0344827586207 1.52
"3719" "positiu" 10 "escriptura" 48 50 "casat" "reg_no" "autonom" 45 128 11500 0 500 1195 41.8410041841004 7.968
"3720" "positiu" 14 "escriptura" 60 43 "casat" "reg_no" "fixe" 60 120 5000 0 1250 1557 80.2825947334618 2.88
"3721" "negatiu" 2 "pares" 36 26 "solter" "reg_no" "autonom" 35 66 0 0 750 865 86.7052023121387 1.488
"3722" "positiu" 7 "escriptura" 36 23 "casat" "reg_no" "fixe" 35 247 5000 400 1500 1785 84.0336134453782 4.992
"3723" "positiu" 5 "escriptura" 36 38 "casat" "reg_no" "autonom" 60 63 4000 0 1050 1443 72.7650727650728 0.102857142857143
"3724" "negatiu" 5 "escriptura" 48 39 "casat" "reg_si" "autonom" 60 66 10000 0 875 875 100 0.329142857142857
"3725" "positiu" 27 "escriptura" 18 48 "casat" "reg_no" "autonom" 35 70 5000 0 800 1578 50.6970849176172 0.7875
"3726" "positiu" 3 "lloguer" 36 30 "casat" "reg_si" "autonom" 59 140 0 0 1300 2115 61.4657210401891 2.24307692307692
"3727" "positiu" 2 "contr_privat" 48 30 "casat" "reg_si" "fixe" 45 178 5000 0 1150 1627 70.6822372464659 5.55130434782609
"3728" "positiu" 10 "altres_viv" 60 48 "casat" "reg_no" "fixe" 35 203 4000 1500 1520 1636 92.9095354523227 6.03947368421053
"3729" "positiu" 16 "escriptura" 6 41 "casat" "reg_no" "fixe" 75 87 3000 0 200 625 32 0.36
"3730" "positiu" 15 "escriptura" 60 39 "casat" "reg_no" "autonom" 60 555 40000 0 1500 4000 37.5 19.8
"3731" "negatiu" 14 "escriptura" 36 33 "solter" "reg_no" "autonom" 35 236 4000 1500 700 1700 41.1764705882353 9.56571428571429
"3732" "positiu" 4 "pares" 60 25 "casat" "reg_no" "autonom" 35 95 25000 0 1650 1900 86.8421052631579 2.18181818181818
"3733" "positiu" 3 "pares" 36 20 "solter" "reg_si" "fixe" 35 55 0 0 600 1625 36.9230769230769 1.2
"3734" "positiu" 2 "pares" 36 28 "solter" "reg_no" "fixe" 35 140 1000 0 1000 1693 59.0667454223272 3.78
"3735" "negatiu" 25 "contr_privat" 60 56 "casat" "reg_si" "autonom" 90 85 3500 0 800 975 82.0512820512821 -0.375
"3736" "positiu" 6 "lloguer" 48 26 "solter" "reg_si" "fixe" 65 198 0 0 950 1111 85.5085508550855 6.72
"3737" "positiu" 1 "contr_privat" 60 27 "casat" "reg_no" "autonom" 35 130 4650 2850 2000 2240 89.2857142857143 1.995
"3738" "positiu" 30 "escriptura" 12 52 "casat" "reg_no" "autonom" 45 80 7000 0 1100 2487 44.2299959790913 0.381818181818182
"3739" "positiu" 10 "pares" 24 33 "solter" "reg_no" "autonom" 35 200 70000 12000 1100 1457 75.4975978037062 0.981818181818182
"3740" "positiu" 4 "escriptura" 48 24 "casat" "reg_no" "fixe" 35 95 2500 0 900 1625 55.3846153846154 3.2
"3741" "positiu" 12 "escriptura" 36 46 "casat" "reg_no" "autonom" 45 319 8000 0 500 500 100 19.728
"3742" "positiu" 30 "escriptura" 54 54 "vidu" "reg_no" "autonom" 35 224 20000 0 1100 1603 68.6213349968808 9.27818181818182
"3743" "positiu" 20 "escriptura" 60 44 "casat" "reg_no" "fixe" 60 168 3000 0 1400 1599 87.5547217010632 4.62857142857143
"3744" "negatiu" 1 "lloguer" 60 28 "casat" "reg_no" "autonom" 53 179 0 0 1825 2275 80.2197802197802 4.14246575342466
"3745" "negatiu" 2 "contr_privat" 24 20 "solter" "reg_no" "autonom" 35 107 54000 0 2000 2600 76.9230769230769 0.864
"3746" "positiu" 4 "escriptura" 60 23 "casat" "reg_no" "fixe" 35 160 6500 3700 1500 1661 90.307043949428 3.52
"3747" "positiu" 4 "lloguer" 36 60 "casat" "reg_no" "fixe" 56 111 0 0 500 675 74.0740740740741 3.96
"3748" "negatiu" 3 "lloguer" 60 26 "casat" "reg_no" "fixe" 53 80 0 0 950 989 96.056622851365 1.70526315789474
